id,comment,label
810,අවජාතක ගස් බල්ලා,1
811,අවජාතක ගෑණියෙක්.,1
812,"අවජාතක පට්ට බැල්ලි කතා කරන්න දැනගෙන වරෙන් හොඳට,,තෝ දන්නවද ඔය කාටද කතා කරන්නේ කියලා,තොගේ අම්මා එක්ක බුදියගෙනද තෝව වැදුවෙ පට්ට බැල්ලි ",1
813,අවජාතක බැල්ලියෙක් කියල තමයි පේන්නෙ,1
814,අවජාතක වැස්සි තොගෙ පැටවු 5 ඉතලි 5දෙනෙක් ගෙනෙ තොගෙ කටට රෙන්න ඕනේ,1
815,අවජාතක වෙලා ඉපදෙන අය ඔහොම තමයි වටේ ගිහින් කැටේ පුරවන් ගිහින් සැපෙ ඉන්නෙ ඔය රටේ වෙන්න ඇති මයෙ හිතේ අත් දෙකට දෙකයි කටට එකයි පුකට එකයි අරකට එකයි දෙනවා ඇත්තෙ ඒකයි උබට උන් දෙවියෝ වගේ පේන්නෙ මෙහේ එහෙම නෑ බන් මේ ලංකාවේ ඒවා නෑ උබ ඔහේම ඉදපන් දැන් උබේ අම්මා තාත්තා එහෙම ඔහේ දෙන්නෙක් වෙන්න ඇති නේ අනේ මේ උබ නිකන් උඩ පනින්න එපා තෝ වේසි ඔහෙන් පිටු වහල් කරොත් එන්න වෙන්නෙ මේ රටට අන්න එදාට අපි හිටියොත් බලමු අර ක්‍රම ටික හොදේ හාද,1
816,අවජාතක වේසි,1
817,අවජාතක වේසි තොගෙ අම්මට හුකගනින් වේසී,1
818,අවජාතක සක්කිලි අප්පගෙම පුතානෙ කටවුට් වලටයි පොස්ටර් වලටයි රැස්වීම් වලට එන බෙබද්දොන්ට අරක්කු බොතල් දෙන්න මුන්ට තියෙන සල්ලි මේ වෙලවෙ මුන් ගාව නැහැ මුන් අපෙ සල්ලි වලින් පිනට කාලා හරි මේ වෙලාවෙ අඩුම ගානෙ මිනිස්සු කුපිත කරන්නෙ නැතිව පඩුවෙ හිටපං තිරිසනො...පර බල්ලට වැහි නැති හෙනයක් ගහන්න ඔන ඔලුවෙ ඉදන් කකුල් දෙකට කද දෙකට මැදින් වෙන් වෙලාම යන්න පලු දෙකටම මේ වගෙ මුසල කාලකන්නි අවස්තාවදියෝ ඔක්කටම....සාපම වේවා....,1
819,අවජාතකයෙක්ගේ අවජාතකයෙක්,1
820,අවදහනයෙන්ද කියන්නේ ,0
821,අවදානම් දිස්ත්‍රික්ක හරහා මිනිසුන් අනෙකුත් දිස්ත්‍රික්ක වලට පැමිණීම හැකි තරම් දුරට අවම කරගත යුතුයි . නමුත් සෞඛ්‍ය සේවා අධ්‍යක්ෂක ජනරාල් විසින් නිකුත් කරන ලද චක්‍ර ලේඛනය අනුව පවසා ඇත්තේ දිස්ත්‍රික්ක හරහා සංචරණය වන පුද්ගලයන් නිරෝධායනය නොකළ යුතු බවයි.,0
822,අවලන් කවලන් මන්ද මානසික වෙස හුත්තියෙ තො තො ඔය විදිහට කතා කරලා ඉන්නෙ ල0කාවෙ ඉපදුනු නිසා නෙද පට්ට වෙසි තොගෙ අම්මා කාරයෙක්ට පුක දිලද තොව ජාතක කරෙ ආ.....,1
823,අවශ්‍ය වෙලාවක උචිත වැඩක් කරා.කාලාවටත් මෙ වෙලාවෙ ඇති කර්‍යභාරයත් ඔබලා ඔප්පු කරා.ස්තුතී.,0
824,අවශ්‍ය වෙලාවට අවශ්‍ය උචිතම කර්‍යභාරයක් කර මහජනයා දැනුවත් කිරීමට කටයුතු කල ඔබ සියල්ලන්ටම තුති..,0
825,අවශ්‍යම වෙලාවෙ අවශ්‍යම පනිවිඩයක්,0
826,අවශ්‍යම වෙලේට මෙහෙම හරි දෙයක් කරපු එක ගොඩක් වටිනව. කූඹියෝ හරහා හරි පණිවිඩය නිවැරදිව යන්නයි ඕනෙ. Superb.!!! ,0
827,අවසානෙට ආන්ස කරන්න ම ඕන කෝල් එකක් ආවොත් ,0
828,අවසානේ දෙන්නට දෙන්නා මූණට මූණ කතා කලා ,0
829,අවස්ථාවට උචිත අනර්ඝ වැඩක්. මෙික සෞඛ්‍ය අමාත්‍යාශයේ මාධ්‍ය ඒකකයෙන් කළ යුතු කාර්යයක් .නිෂ්පාදනයට සහාය වූ සියලු දෙනාට ප්‍රසංශාත්මක ස්තුතිය පුදමි.,0
830,අවැසි මොහොතක... අවැසි වගකීම....අවැසි මෙහෙවර...,0
831,අවුරැදු 25 ගොන් බඩුව අනේ පල පට්ට වේසි,1
832,අවුරුදු 25 ක පෙනුමක් තිබ්බද් කියල තවම කල්පනා කරන මම,1
833,අවුරුදු 25 ක පෙනුමක්ලු ඒ බැ....ලිට තියෙන්නෙ.දරුවො 5කුත් හදගත්තලු වේස කමේ ගිහිං,1
834,අවුරුදු 25 කුත් වගේ,0
835,අවුරුදු 25 ක් පේන්නෙ නෑ නැන්දෙ 18ක් වගේ පේන්නෙ,0
836,අවුරුදු 25 ගොන් බඩුව,1
837,අවුරුදු 25 පෙනුම තියෙනවා පල නාකි පඩත්තර බැල්ලි...,1
838,අවුරුදු 25 සූටි පෙනුමක් තියෙනවා කියලා හිතාගෙන ඉන්න අම්මණ්ඩිගෙ කට හොඳයි පොදු වැසිකිලියක පෝච්චියකට ගන්ඩ.....,1
839,"අවුරුදු 25ක පෙනුම තිබ්බම ඇති හොඳටම. ඕක ගිහින් එන එවුන්ගෙ හැටියක් මං හිතන්නෙ. අපේ පැත්තෙත් ඉන්නව ගිහින් ආවම උන් තමයි ලංකාවෙ ජනාධිපති කියල හිතං ඉන්න ගොං ගස් ටිකක්. මොනවා කරන්නද ඔයත් මෙහෙට ආවනම් අද ඔය බනින කටින්ම කියයි. ""ඇත්තටම අපිට සමා වෙන්න අපි හිතුවෙ අපිව අල්ලන් යද්දි අපිට විතරක නීතිය ක්‍රියාත්මක කරනව කියල ඒත් අපිට එයාල හරිම උසස් විදියට සැලකුව අපි නය ගැති අපෙ හමුදාවට"" ඔය ටික තමයි අන්තිමටම. ",1
840,අවුරුදු 25ක පෙනුමක් රෙස්ට් ඉන් පීස් ,1
841,අවුරුදු 25යි කියන්නෙ. යට එකට ද . ලමයි 5යි ලු ඔය රටෙ තියෙන මුණ බලන කණ්ඩිය අවුල් lanka වෙන් එකාක් එවන්නාම් මාධ්‍ය ප්‍රකාශකතුමට කියලා. මෙකප් එක නැතුව බලපන් බැල්ලි තොගෙ මුන කණ්ඩියේන් .ගොන් හුත්ති,1
842,අවුරුදු 41/2 මන්ත්‍රී වැටුපෙන් අවශ්‍ය දේ ඒ ජනතාවට දුන්නනම් ඉවරයිනේ ප##$$.. නිකන් කියවන්නේ නැතිව.,1
843,අවුරුදු 50 කෙල්ල ,0
844,"අවුරුදු 50ක් ඒ උනාට 25ක පෙනුමක් තියෙනවා අපේ වැස්සිට. උඹට නම් එහෙම නෑ, උඹට එහෙම පේනවනම් ඇස් කණ්ණාඩි දෙකක් ගනිං හුත්තියෙ. ගොං හුත්ති තොට කොරෝනා හැදෙනව අායෙ දෙකක් නෑ. තොට මරුවා ලංවෙලා ඒකයි කියවන්නෙ. ඔහෙටම වෙලා හිටපං හුත්ති ලංකාවට නම් එන්න හිතන්නවත් එපා වෙට්ට පාසි.",1
845,අවුරුදු පනහක හම්පඩ සුද්දෙක් බැඳගෙන ඇත්තෙ ඒකනෙ අවුරුදු පනහ හරියටම රිදිල තියෙන්නෙ ..,1
846,අවුරුදු විසිපහකපෙනුමතිබිබටහිලවැවක්වගෙඇතිනෙ,1
847,අවුරුදු විසිපහක් වෙන මෙකට ගහන්න බැරිවෙයිද ට්‍රායිකරොත් ..,1
848,අවුරුද්දේ මටත් ආසාවක් තිබ්බා යන්න. හොද වෙලාවට ඒක හරි ගියෙ නැත්තෙ. ,0
849,අවුලක් නැ බන් 28000 ට 38 යි හරක් ඉන්නේ තාම,0
850,අවුලක් නෑ ඔයා සතුටින් ඔහෙටම වෙලා ඉන්නකො...ලංකාවට පවු නොදී....කාලකණ්ණි බැල්ලි.....,1
851,අසරණයන් හට අනුකම්පා කරමූ නූගත් අය මොනව කරන්නද,0
852,"අසික්කිත,අසිලාචාර ම්නිස් චර්යා ඇති ගෑනු .මුන්ට ලංකාව කියන නම ගෑවුනට දුකයි .",0
853,අස්ස පයියක් බැස්සුවනම් හරි වගේ ,1
854,අස්සට දාගෙන කනවා කනවා ගානවා වගේ. පොඩ්ඩක් පිටින් ලංකාවට ගන්න එක නැවැත්තුවොත් හොඳයි නේද. සමහරු වීරයෝ වෙන්න මේක බෝ කරනවද කියලත් සැකයි. ලංකාවම වහන්න උනෙත් කිහිපදෙනෙක් නිසා. ,0
855,අහක් විය මැකෝගේ කොමන්ටුව හොයන ගමන්..,0
856,අහල පහළ අයගේ අවධානය පිණිසයි,0
857,අහිංසක මිනිස්සු මැ⁣රෙනවා.තෝ මැරෙන්න නැත්තේ ඇයි .තෝ ලංකාව ට එන්න එපා,1
858,අහු උනත් අරිනවා අම්මපා තොට පු#,1
859,අහු උනොත් උඹෙ අම්මටත් හුකෝලා ගන්නේ කැරියා දැනගනින්,1
860,අහෝ හොදට තිබුන ඉතාලිය. මුන් ගිහින් කරපු හරියක්. ,0
861,අෆ්ෆට,0
862,අෆ්ෆට සිරි වෙන්න ,0
863,අෆ්ෆට හමන්නන්නෙ නැතිව හිටු. අම්මප මූට වෙඩි තියන්න කවුරුත් නැති හැටියක්,1
864,අාර් යූ කිඩින්ග් මී? ,0
865,අැති නැති පරතරය වගේ,0
866,අෙප්ජනාදිපති තුමා ඇතු සියලුම ෙද්නාට,0
867,ආ ඇත්තද ස්තුතිය,0
868,ආ එහෙනම් අරව කපපුවාවෙ,0
869,ආ ඔබතුමිය ඒ සක්කිලි ජාතියට දාව උපන්නෙක් නෙවෙයිද ,1
870,ආං මට මතක් උනා ..උබ නේද අක්කි..අර වැල්ලෙ රීල..සුද්දට අල්ලලා..බෝට්ටුවෙන් එල්ලිල ගිය හුත්ති??,1
871,ආ යකො තිගෙ පෙකනිවැලත් කැපුවෙ මස් ලැල්ලකද පරට්ටියෙ....තිගෙ කටට ඔබන්න ඕනා ඌරෙක්ගෙ.......ක්,1
872,"ආ සක්කිලි බැල්ලි, තෝ ඉපදුනේ දී,‍ ලංකාවේ හිටපු විදිහ අමතකද????අවුරුදු 25 ක් පේන්න උබ වෙන මොනා හරි කරන්වද්???? එකියක් ආවේ...එකි ගැන අපි දන්නවා...හොඳ බඩු වෙලා දැන් පත්තිනි අම්මලා වෙන්න එනවද යකෝ...ම හිටපන්.....තෝ එන්න එපා ලංකාවට ......මේ වගේ කාලකණ්ණි නැති එකමයි....තෝ මැරුණත් මිනිය මෙහෙට ගන්නේ නැහැ යකෝ..ඒක තෝ කියන්න එන්න එපා...",1
873,ආ හා ලමයි 5ක් කපල ගත්ත එකද දැන් ලොකු වැඩේ එහෙ අපේ ඩොක්ටර් කෙනෙක්ගෙන් අහන්න බැරි වෙයිද දන්නෑ පුලුවන්ද කියල,1
874,ආ හා.....,0
875,ආං හොඳ වැඩ,0
876,ආ.....5ක් එලියට අරන් තියෙන්නේ කපලනේ.......... ඒකයි අවුල......හි....,1
877,ආ...කැරි වේසියේ තොගේ දරුවන්ගේ තාත්තල කීදෙනෙක්ගෙද?පරට්ටි,1
878,ආ⁣.මෙිමොකද මෙයා මෙි දග ලන හැටි,1
879,ආගම මගින් මුස්ලිම් උන්ගේ ඔලු සෝදා ඇත,1
880,"ආගමක නාමයෙන් නිර්මාණය වී ඇති මී හරක් .... වසංගතය කදි ඉන්නේ කොහොමද , දුර්බික්ෂයකදි ඉන්නේ කොහොමද වගේ හැමදේම අකුරින් අකුර කියලා දුන්න ආගමක් ... මේ හරක් හැත්ත ඒ ආගමේ හරක් version එකක් හදාගෙන .... අල්ලත් රෙදි නැතුව ඇත්තේ මේ මී හරක් සෙට් එකේ කතා අහලා ...... පස් වලින් ශරීරය කා දමනවා ලු ... මුගේ අම්මාගේ @#@)@/ .....",1
881,ආගමට යටවෙච්ච පිස්සු බල්ලෙක්,1
882,ආගමි අදහන වුන් ඔහොම තමයි මුන්ට කන්න දෙන්න රජයට පුලුවන් වෙයි ඒත් මොලේ දෙන්නත් බැ නබි කියලා පො⁣රක් කිවුවා කියන ඒවා කරකර මුන් ලෝකයම විනාශ කරනවා. මෙි අතර හොද මිනිහෙක් හොයන එක හරිම අමාරැය.,1
883,ආඩම්බරයි උබ ගැනනම්,0
884,ආඩම්බරයි සහෝදරයා,0
885,ආඩම්බරයි.....,0
886,"ආණ්ඩුට බැන බැන ඉන්නේ නැතුව, රටම බැරිනම්, ඔබේ ආසනයටවත් පක්ෂ බේදයකින් තොරව වැඩකට ඇති වැඩක් කරලා පෙන්නුවා නම් තමා හොද?",0
887,ආණ්ඩුවට කඩේ යන්ටම එපායැ,1
888,ආතල් එකයි මැසේජ් එකයි නියමෙටම බැලන්ස්. ,0
889,ආතල් ගොඩක් එක සෙට්එකට ️️,0
890,ආතල් ලෝකයක් ️,0
891,ආතල්නම් දෙන්නගෙම එකයි,0
892,"ආදරණිය නායක⁣යාණෙනි,තුණුරැවන් සරණින් සියලු දෙවි රැකවරණින් ආශිර්වාධ වේවා!!! මගේ රටේ සියලු නායකයන්ට , ත්‍රිවිධ හමුදාවට ,පොලිසියට, සෞඛ්‍ය අංශ සාමාජිකයන්ට , යෝධබල යෝධ ශක්තිය ලැබේවා! තුණුරැවන් සරණයි මගේ පණනල බදු සුපින්වත් මාතෘභූමියේ වෙසෙන සියලු සත්වයන්ට!!! සියල්ලෝ සුවපත් වෙත්වා!!!",0
893,"ආදරණීය සහෝදරයා, කුඹියෝ බැලුවාට වැඩි සතුටක් මෙය නැරඹීමෙන් ලැබීමි. (කුඹියෝ තාමත් හදවතේ ඉහලම තැනක ඇත.) මෙය සමාජයට දීමට මීට කලින් හැකිවුවනම් අනර්ගයැයි සිතේ. කුඹියෝ බැලු සියලු දෙනාම මෙම පණිවිඩය එසේම වැලඳගැනීම අනිවාර්යය. අනික් සියලු දෙනාමත් මෙම ඔවදන් පිලිපදිත්වා......... :D <3 <3 <3 :D",0
894,ආදරණීයම චරිත දෙකක් ,0
895,ආදරනිය කුබින් නැවතත් කරලියට ! ,0
896,ආදරනීය අම්මා කෙනෙක් සහ ශක්තිමත් පියෙක් ජාතියටම ආදරය ඇති පියෙක්...ඔබ දෙපලට ජය වේවා දීර්ගායූ වේවා ....,0
897,ආදරනීය යී....,0
898,"ආදරය කරන චරිත දෙකක්, අතීතය වර්තමානය මුණගැසුනු සොදුරු මොහොතක් ඔය හිනාව දෙන්නම අවසාන වෙනකන්ම ගෙනියන්න ",0
899,ආදරය කරන චරිත දෙකක්එකම පින්තූරයක️,0
900,ආදරෙය රැට්ටා. ,0
901,ආදරෙයි,0
902,ආදරෙයි,0
903,ආදරෙයි ,0
904,ආදරෙයි ,0
905,ආදරෙයි ️️,0
906,ආදරෙයි ..දීර්ගායුශ පතමි..ජයයි .,0
907,ආදරෙයි set ekata,0
908,ආදරෙයි ආ,0
909,ආදරෙයි ආදරෙයි ආදරෙයි.... උම්ම්ම්ම්ම්ම්ම්මහ්හ්හ්.. යකෝ ඒක ,0
910,ආදරෙයි ඈ බුදුසරනයි! ජේසු පිහිටයි! දෙවිපිහිටයි!,0
911,ආදරෙයි ඉතින් දෙන්නටම ,0
912,ආදරෙයි ඔක්කොටම,0
913,ආදරෙයි ඔබලාට. මගේ මව් බිම ආරක්ෂා කිරිමට දරණ උත්සාහයට. තෙරුවන් සරණයි.,0
914,ආදරෙයි කූඹියෝ ,0
915,ආදරෙයි තොට.....,0
916,ආදරෙයි පැලෙන්න රැට්ටෝ..,0
917,ආදරෙයි බන්,0
918,ආදරෙයි බොක්ක.,0
919,ආදරෙයි බ්‍රෝ,0
920,ආදරෙයි මහත්තයෝ,0
921,ආදරෙයි මාමෙ ,0
922,ආදරෙයි යකෝ...,0
923,ආදරෙයි රැටිිටෝ...,0
924,ආදරෙයි ලකා !!!! ටීම් එකටම ස්තූතියි !!!,0
925,ආදරෙයි ලකා අයියේ ,0
926,ආදරෙයි ලංකාවට,0
927,ආදරෙයි හැමදාමත්,0
928,ආදරෙයි හැමෝටම .️️️,0
929,ආදරේ කරන චරිත දෙකක්. & ආදරෙයි...,0
930,ආදරේ කරන පොරක්,0
931,ආදරේයි ️️,0
932,ආදරේයි සෙට් එකටම~ ,0
933,ආදරේයී පැලේන්න...,0
934,ආදාරේයි මැකෝ,0
935,ආනිත් මිනිස්සු ගැන හෙව්වට තෝ ගැන හොයන්නෑ වේසීයේ,1
936,ආන් අවුරුදු 25 කෙල්ලෙක්ලු එන්න එපා තොපි තොපේ මිනියවත් ඔන්නෑ යකෝ තමන්ගෙ මවු බිම ගැන කැක්කුමක් නැති තොපි මේ රටට කෝමත් එපා කාලකණ්ණි මේ රටේ ඉද්දි දෙපයින් නෙවේද හිටියේ අපි කෝමද ඉන්නෙ බොලේ එතකොට,1
937,ආන්ටි... ඉස්සල්ලාම සැරේට යද්දි එයාපොර්‍ට් එකේ ගහපු වීසා සීල් එක් පෙන්නන්නකො.... බෝට්ටු වීසා හරි කමක් නෑ,1
938,ආන්ඩුවට යුතු කමක් තියෙනව මේ අවස් තාවෙන් ප්‍රයෝජනයක් ගන්න.මුස්ලිම් අයෙක් මැරුනම කොරෝනා හැදිල බොඩි එක එයාලට දෙන්න.ඒගම ලොක් ඩවුන් කරන්න.මුකුත් ආධාර කරන්න එපා.එකෙකුටවත් එලිය එන්න දෙන්නැතිව හිර කරල මාසයක් තියන්න.රටේ අනාගත ප්‍රශ්නයක් ලේසියෙන් ඉවර කර ගන්න පුලුවන් .,1
939,ආන්සර් කරන්නම ඕන කෝල් එක මල්දෙණියට ගත්තේ කොරෝනා වෛරස් එකද?,0
940,"ආපු කැරියො ටික තමා කෑවේ,දැන් මෙතන පුක දෙනවා ලංකාවෙ ඉන්න බැරිව ගිහින්",1
941,ආමි කාරයට අල්ල අල්ල අඩු වෙච්ච ජනගහනය වැඩි කර කර ඔහෙම හිටපං කළු ගොන් වැස්සි...,1
942,ආය ලංකාවට එන්න හිතන්න එපා ඔය ඉන්න දිහාවෙ වල කපා ගන්න,1
943,ආයි මක්කටැයි ඔලුවටම තියන්න...,0
944,ආයු රක්කන්තු ආවඩා ජනාධිපති තුමනි,0
945,ආයුවඩ්ඪකො ! ධනවඩ්ඪකො ! සිරිවඩ්ඪකො ! යසවඩ්ඪකො ! බලවඩ්ඪකො ! වණ්ණවඩ්ඪකො ! සුඛවඩ්ඪකො ! හොතු සබ්බදා,0
946,"ආයුශ ඉවර නිසාලු මැරෙන්නේ,එහේ ,මෙහේ වෙන විදියටද මන්දා",0
947,ආයූර්වේද ප්‍රජා වෛද්‍ය වරුන් රටෙහි සෑම ප්‍රදේශයකම රාජකාරි සඳහා සිටින බැවින් වෛරසය පිළිබඳ අවධානය ට ලක් වු අය හැර අනෙකුත් රට වැසියන් ගෙ ප්‍රතිශක්ති ය වැඩි කීරීම ට ඔවුන් මගින් ක්‍රමවත් වැඩපිළිවෙළක් සදහා අදාල නිලධාරීන් ට උපදෙස් දීම ට ඔබ තුමාගේ අවධානය යොමු කරන මෙන් කාරුණිකව ඉල්ලමි,0
948,ආයෙ ඒ අතීතෙට ගියා ලකා අයියෙ කූඹියො 2 ඉක්මනට ඕනෙමයි,0
949,ආයෙ මක්කටෙයි බොරු.DNA ඕනෙම නෑ ......,0
950,ආයෙත් ඒ කාලෙට අරන් ගියාට තෑන්ක්ස් හෑමොටම,0
951,ආයෙනම් ලංකාවට එන්න වෙන්නේ නැතිවෙයි ඔයාට,0
952,ආයේ නති උන ගමන් දෙනවා,0
953,ආයේ මක්කයි කොල්ලෝ එල,0
954,ආරාබි කාරයෙක්ද ළමයින්ගේ මහාඑකා.තොගෙ ළමයින් ගත්තේ කපලද...ඔවු ඉතින් නොමල් අවොත් තොට තියන අරින්න බැනේ.ඔිකිගේ කට උලන්න ඔිනේ ගුගොඩක...අමු කැරි වෙිසි...,1
955,ආර්තිකය නිරෝගීව පවතින්න ජනතාව නිරෝගීව ඉන්න ඕනෙ..කෙටිකාලයක් තියාගන්න බැරි ඉවසීම දිගුකාලීනව මුලු රටම අගාධයකට යනු ඇත..කරුනාකරල ජනතාවගෙ නොමග යැවීමට ගන්නා මේ උපක්‍රම සදහා නිසි ක්‍රියාමාර්ග ගෙන ජනතාව දැනුවත් කරන්න..,0
956,ආවත් ගෙදරට නම් යන්න වෙන්නෙ නෑ. අඩියෙන් අඩියට කට්ටිය හොදට සලකයි. ,0
957,ආව් නියමයි,0
958,ආසම උන් ටික,0
959,ආසම කට්ටිය! කොහෙද රූම් ගියාද ✋,0
960,ආසම චරිත ටිකක්,0
961,ආසම ඩබලක්️,0
962,ආසම තුන්ගොල්ල.,0
963,ආසම දෙන්නෙක්,0
964,ආසම සැට් එක එකට,0
965,ආසම සෙට් එක,0
966,ආසම සෙට් එක️,0
967,ආසම සෙට් එක 1ට,0
968,ආසාදිතයි මේ අක්කට.ඉක්මන් සුව පතන්න යාලුවනේ.,0
969,ආහ් ආහ් ආහ් ආහ් අනේ එපාඅනේහ්,0
970,ඇ ගොන් වැස්සි තොගෙ පින නම් ඔය අසුචි වල වහන් හිටපිය තො ගිහින් හම්බ කරන්න ඇති දරුවො හදන්නත් ඇති තො ඉපදුන රටට ගරහන අසමත්ජාති ගැනි තොගේ වාසනාව නෙවෙයි අවාසනාවට ගියෙ ආයෙ ලංකාවේ බත් කන්න තොට බැ ලංකාවට ගරහන අපේ මිනිස්සු අවතක්සේරු කරලා තොට යහතින් ඉන්න බැ තොට ආයෙ මෙහෙ රටක් නැ එක මතක තියාගන් ආවත් ගොඩ බහින්න බැරි වෙයි,1
971,ඇඉ තොට ඉතලියෙ උන් පොලිම් දනවද ......,1
972,ඇග එහෙ උනාට තාම කට ලන්කාවෙ වගෙන් අනෙ ඇන්ටි,1
973,ඇගිල්ල..,0
974,ඇගෙත් හලාගෙන දැන්මම,0
975,ඇගේ මයිල් කෙලිං වුනා.. ,0
976,ඇගේ වතුර හලාගෙනද?,0
977,ඇඟේ මාලු නටන්නේ ,1
978,ඇට දෙක නෂ්‍ය වෙයි ලගදිම,1
979,ඇට දෙකත් සුන්නත් කරගන්න ඕන වෙලා වගේ,1
980,ඇට පිටින් ගංජා ගහනවා කියන්නෙ මේකටද නොදන්න නිසා අහන්නෙ ,0
981,ඇඩ්මින් වයිරය පතුරන්නෙපා බන්.ලයික් එක ගත්තා වගේ නෙමේ උබටතනියම විදවන්න වෙනකොට,1
982,ඇණේ ගැසිය යුත්තේ කෙසේද හා කොහාටද යන්න තේරුම් අරන් ගේමට බැහැපු නිසා අද ලoකාව යම් තාක් බේරිලා,0
983,ඇතිද ලුණු ඇඹුල් සහිතව අහගත්තා.?,1
984,ඇත්ත අක්කෙ ඔයා හරි අපි අපේ රටේ පාලකයො නිසා අපා දුක්විදිනව,0
985,ඇත්ත උබතුමිය හිතන විදියට එකගයි.. අපේ මිනිස්සු හදන පුළුවන් මිනිස්සු නමේ.,0
986,ඇත්ත කතාව අයියෙ කටෙන් තේරෙනවා,0
987,ඇත්ත කියපං,0
988,ඇත්ත කියපන් අක්කෙ ලමයි පහම හස්බන්ගෙ නෙමෙයි නේද.ඉතාලිත් කලවං නේද,1
989,ඇත්ත කියපන් උබ ඉපදුනෙත් ඒ විදිහටම නේද? ,0
990,ඇත්ත කියපන් දැන් වත් රැට්ටෝ උඹගේ තාත්තා නේද ,0
991,ඇත්ත තාත්තා ,0
992,ඇත්ත තාත්තා ,0
993,ඇත්ත සහෝදරයා ,0
994,ඇත්තටඈවෙදනාවෙන්හදපුරවාගනකීවුවචනටීකඉතාඅගෙයී,0
995,ඇත්තටම කතා කරාද...?,0
996,ඇත්තටම කලකිරුනා අයියේ,0
997,ඇත්තටම තාත්තද,0
998,ඇත්තටම දැන් තියන සාකච්ඡා අහන්න ආසයි. ඒවායේ හරවත් යමක් තියනවා. කථා කරන්නේ අවශ්‍ය දේවල් පමණයි.,0
999,ඇත්තටම මම නම් ඩිලීට් කරා.අප්‍රසන්න මූනක්.,1
1000,ඇත්තටම මේකා දොස්තර කෙනෙක්ද? ශිට්,1
1001,ඇත්තටම මොකක් හරි නෑදෑ කමක් තියේද අනේ,0
1002,"ඇත්තටම රටේ පිනට පහල උනේ ඔබතුමා..නැත්නම් අද රටට අබ සරණයි ..කොහොමත් ඒ කාලේ ඉදලම රටට එන,ආපු හැම කරදරයකදීම දකුණේ මනුස්සයෙක් තමයි රට බේරගත්තේ සහ බේරගන්නේ.ඒකයි තිත්ත උනත් ඇත්ත..අනිවාර්යයෙන් මේ ව්‍යසනයේදීත් ඔබතුමා ඇතුලු රාජ්‍ය යාන්ත්‍රණය ජයගන්නවා නියතයි..යම් කාලෙක මේ වර්තමාන කොරෝනා මාතෲකාව ගැනත් ලියවෙනවා උඩින්ම ලංකාව ගැන ලෝකෙන්ම ඉතිහාස කතාව ලෙස ලියද්දී.. එහි පාලකයා සහ පුරවැසියෙක් වීම ගැන ආඩම්බර වෙනවා ශ්‍රී ලංකාවේ දකුණේ ම කෙනෙක් ලෙසට....ඔබතුමා නිදුක් නිරොගීව ඉදිරියටත් මේ රට යහපත් මාර්ගයට ගෙන යාමට ශක්තිය ධෙර්‍ය නො අඩුව ලැබී ලෝකෙන්ම අපේ පුංචි ලංකාවේ නාමය බබලවන්නට හදවතින්ම ප්‍රාර්ථනා කරනවා..",0
1003,"ඇත්තටම සුපිරි මචං..!ඇඳිරි නීතිය මගින් හොඳකුත් වෙලා.. වායු දූෂණය අවම වීම එකක්..රටේ ""මත් පැන් හා Drugs භාවිතය"" අවම වීම හා ඒ මගින් ශරීර සෞඛ්‍යයට අහිතකර බලපෑම් අවම වීම.. ද කතා නොකරන තව හොඳ දෙයක් කියලා හිතුනා..(ටික කලක් තිස්සේ ""set වෙලා.. මධුවිතක් තොල ගෑම""ට බැරි වීම වෙනම දෙයක්.. )",0
1004,ඇත්තටම හදවතින්ම කියනවද රෙදි හෝදනවද,1
1005,ඇත්තද බං උබ දොස්තර කෙනෙක් කියන්නේ..මම කැමති නෑ උබට කොන්දොස්තර කියන්න .මොකද ඒක ඒ මිනිසුන්ටත් කරන නිගාවක් ..,1
1006,ඇත්තනේ වයිරසය ලෝකෙටම ඔඩුගිය වසංගතයක්.තම තමා තමාගේ රට ගැන හිතන්න ඕන වේලාවක අනුන්ගේ රෙද්ද අස්සේ එබිල බලන එක නෙවෙයි දැන් කරන්න ඕන. ඇද්ද අහගත්තා.,1
1007,ඇත්තම ඇත්ත .....එයාල විද්වතුන්මද කියල හිතෙනවා නේ...???,0
1008,ඇත්තමයි දකින හැම වාරෙකම ඔය අහිංසක සුන්දර හිනාව මතක් වුනා,0
1009,ඇත්තේම මට කියන්න වචන නැහැ එකෙන්ම සුපිරි,0
1010,ඇදුමෙ පිහිදෑවෙ නැති එකේ වරද ,1
1011,ඇනිමල් සෙක්ස් කලාම ඔය වගේ වෙනවා ,1
1012,ඇන්ටි ඔයා දරුවෝ පහක්ම හැදුවද,0
1013,ඇන්ටි පරිස්සමෙන් ඉන්න...ගොඩාක් පින් ,0
1014,ඇන්ටි බල්ලොන්ගෙ මොනරාහද,1
1015,ඇන්ටී ලමයි පස් දෙනා තාත්තලා පස් දෙනෙක්ගෙද?,1
1016,ඇඳිරි නීතිය නෙමේ යකෝ මොක උනත් ගල් අරක්කු වලට කැරි කතා කියන්නෙපා. ඒක ජාතික පානෙ.,0
